tier,fuente,fecha,negocio,telefonos,direccion,metodo,score,shop_id,shop_name,shop_muni,candidato_revisar
auto,03_06_2026.docx,2026-06-03,Taller de motos,,"SUR 25, 186, LEYES DE REFORMA PRIMERA SECCIÓN, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,BrrIBeAZagAcl5OSNhV8,TALLER DE MOTOS,Iztapalapa,
auto,03_06_2026.docx,2026-06-03,Moto servicio Beltran,5532311324,"Luis Hidalgo Monroy, 629, SEGUNDA AMPLIACIÓN DE SAN MIGUEL, Iztapalapa, CIUDAD DE MÉXICO Contacto principal: Beltran",telefono,1,dnB1greQk7zcu9zyfDbC,MOTO SERVICIO BELTRAN,Iztapalapa,
auto,03_06_2026.docx,2026-06-03,Servimotos Roots,+525521863414,"Matamoros 10, Amp San Miguel, Iztapalapa, 09360 Ciudad de México, CDMXContacto principal: Felipe de jesus",telefono,1,ltE4KysNnKbHBREN43Bt,CERBI MOTOS ROOTS,Iztapalapa,
auto,03_06_2026.docx,2026-06-03,Taller de motos Mayder,55 4137 9228,"Cuauhtémoc 198, San José, Iztapalapa, 09000 Ciudad de México, CDMX, México Contacto principal:",telefono,1,HLby57mQH069H9Wl1VAx,"Taller de motos ""Mayder""",,
auto,03_06_2026.docx,2026-06-03,Servicios de motos beden,+525627052714,"5 ORIENTE AVENIDA JAVIER ROJO GOMEZ, 116, SAN PEDRO, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,qV3gaXTru6TU2qQD8kGw,XTREME MOTORS,Iztapalapa,
auto,03_06_2026.docx,2026-06-03,Taller de motos monster,sin información,"LUIS HIDALGO MONROY, 369, SAN MIGUEL, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,XjApA8nKWL50GTz7Ywhv,TALLER DE MOTOS MONSTER,Iztapalapa,
auto,03_06_2026.docx,2026-06-03,Black dog garage,+525632425661,"TLAHUAC, 4023, SANTA MARIA TOMATLAN, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,x6cKhTbQgkxHmLLpI2QF,BLACK DOG GARAGE,Iztapalapa,
auto,03_06_2026.docx,2026-06-03,Bears Biker,+525585782007,"Av. Tlahuac 3860, Santa María Tomatlán, Iztapalapa, 09870 Ciudad de México, CDMXContacto principal: Jesus",telefono,1,l996qWX6qyvkOU7rW9I3,BEARS BIKES,Iztapalapa,
auto,03_07_2026.docx,2026-07-03,TALLER MECANICO DE MOTOCICLETAS MOTO CHUY,5535114766,"5 SUR AVENIDA MARCELINO BUENDIA, 0, CHINAMPAC DE JUAREZ, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,bv882TqiVQpztwTuEpVq,TALLER MECANICO DE MOTOCICLETAS MOTO CHUY,Iztapalapa,
auto,03_07_2026.docx,2026-07-03,MOTO SERVICIO TEXON,,"ROSARIO CASTELLANOS, 0, CHINAMPAC DE JUAREZ, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,sIqWWpSv9eeFpRnZBEWE,MOTO SERVICIO TEXON,Iztapalapa,
auto,03_07_2026.docx,2026-07-03,TALLER MECANICO PARA MOTOS MISFIT,no lo menciona,"AVENIDA 3 RICARDO GARCIA V, 16, RENOVACION, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,1hVc55UHJBra3obW3BTs,TALLER MECANICO PARA MOTOS MISFIT,Iztapalapa,
auto,03_07_2026.docx,2026-07-03,CENTRO DE FOTOCOPIADO LAS MOTOS,5610199597,"MANZANA O EDIFICACION CONTIGUA, 0, UNIDAD VICENTE GUERRERO, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,smBwxhSntMAKXM9SVs7H,CENTRO DE FOTOCOPIADO LAS MOTOS,Iztapalapa,
auto,03_07_2026.docx,2026-07-03,Armando motos,5526781375,"Anillo Perif. 170 -B, Constitución de 1917, Iztapalapa, 09260 Ciudad de México, CDMX",telefono,1,N419VgvToY6mXpXRgL83,ARMANDO MOTOS,Iztapalapa,
auto,03_07_2026.docx,2026-07-03,Moto servicio Guzman,5571994596,"BENITO JUÁREZ, 74, FRANCISCO VILLA, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,u1XsL583kzjXdzGJXJ5p,MOTORSPORT GUZMAN,Iztapalapa,
auto,03_07_2026.docx,2026-07-03,Moto servicio delmonte Xolalpa,55 7636 6029,"La Santísima, Xochimilco, 16080 Ciudad de México, CDMX, México",telefono,1,zRkE7buYcSO0a2S6Qsjp,Moto servicio delmonte Xolalpa,,
auto,03_07_2026.docx,2026-07-03,Reparacion de motos Harry,5548157098,"NUEVO LEON, 0, CALTONGO, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,0.857,cQscqq07UdJ0wSBMSZqu,REPARACION DE MOTOS HARRYS BIKERS,Xochimilco,
auto,03_07_2026.docx,2026-07-03,Taller de motos,5575253918,"NUEVO LEON, 0, CALTONGO, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,0.857,Vlx21m89kwTSBmOzwJ9I,TALLER DE MOTOS MAJO,Xochimilco,
review,03_07_2026.docx,2026-07-03,Moto servicio Garcia,5532071311,"AV. Nuevo León, Caltongo, Xochimilco, 16083 Ciudad de México, CDMX, México",nombre+municipio,0.667,HQDN8sz9324r1BBFK1ZK,MOTO SERVICIO MARTINEZ,Xochimilco,
auto,04_06_2026.docx,2026-06-04,George Stunt,,"JUAN ALVAREZ, 14, CAMPAMENTO DOS DE OCTUBRE, Iztacalco, CIUDAD DE MÉXICO Contacto principal:Gerardo",nombre+municipio,1,h49m2xfb523KSPbP8tSV,GEORGE STUNT,Iztacalco,
auto,04_06_2026.docx,2026-06-04,ZEUS RAMOS LUNA ASOCIACIÓN,+525543820604,"JUAN ALVAREZ, 144, CAMPAMENTO 2 DE OCTUBRE, Iztacalco, CIUDAD DE MÉXICO",nombre+municipio,1,zPWsPCtHwYM5UI1sBQRj,ZEUS RAMOS LUNA ASOCIACION,Iztacalco,
auto,04_06_2026.docx,2026-06-04,Taller de motos servicio Franco,+525617848932,"Dibujantes 280, El Triunfo, Iztapalapa, 09430 Ciudad de México, CDMX",nombre+municipio,1,e42cMBHZsuNazD5i0pDy,TALLER DE MOTOS SERVICIO FRANCO,Iztapalapa,
auto,04_06_2026.docx,2026-06-04,ITALIKA,+525556331101,"6 SUR CARDIOLOGOS, 200, MAGDALENA ATLAZOLPA, Iztapalapa, CIUDAD DE MÉXICO Contacto principal: Karla martinez",nombre+municipio,1,hW63es7DkJxGExkCcVpN,ITALIKA,Iztapalapa,
auto,04_06_2026.docx,2026-06-04,Taller de Motos,Sin número,"DIBUJANTES, 131, SAN JUANICO, Iztapalapa, CIUDAD DE MÉXICO",nombre+municipio,1,BrrIBeAZagAcl5OSNhV8,TALLER DE MOTOS,Iztapalapa,
auto,04_06_2026.docx,2026-06-04,Rowdy Cicles,+525525043554,"Calz. de la Viga 1238-19, El Triunfo, Iztapalapa, 09430 Ciudad de México, CDMXContacto principal: Quintana",telefono,1,J0A23wuU1ZjxHTM1kceZ,ROWDY CICLES,Iztapalapa,
auto,04_06_2026.docx,2026-06-04,"Taller de motos | BMW | Harley | SOLO CON CITAS | Battle Machine, Sede 1 Nativitas",+525513815732,"C. Elena 47, Nativitas, Benito Juárez, 03500 Ciudad de México, CDMX, México",telefono,1,tEqCC7P3LiOI073snal6,"Taller de motos | BMW | Harley | SOLO CON CITAS | Battle Machine, Sede 1 Nativitas",,
auto,04_06_2026.docx,2026-06-04,MOTORCYCLES JR S SERVICIO MECANICO,5512973280,"INDEPENDENCIA, 64, ZACAHUITZCO, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,zMs89PeAGfp47XbJ3GTH,MOTORCYCLES JR S SERVICIO MECANICO,Iztapalapa,
auto,04_06_2026.docx,2026-06-04,Mecanico de motos,5617175969,"INDEPENDENCIA, 61, ZACAHUITZCO, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,9ysI4wq09qKWXFaJ9ouV,MECANICA DE MOTOS,Iztapalapa,
auto,05_06_2026.docx,2026-06-05,SERVICIO MECANICO PARA MOTOS CHIVAS CUSTOMS,5513703956,"ACAHUATL, RINCONADA DEL MOLINO, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,czas37Wbs2a0k8iXTLPa,SERVICIO MECANICO PARA MOTOS CHIVAS CUSTOMS,Iztapalapa,
auto,05_06_2026.docx,2026-06-05,Servicio Piraña,,"PIRAÑA, 1, DEL MAR, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,0.867,CwB57tNhMXEbyjpwqx4m,MOTO SERVICIO PIRAÑA,Tláhuac,
auto,05_06_2026.docx,2026-06-05,the king motor,5588276254,"DAMIANA, 9, TEZONCO, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,bU2xFMaz1OxjLwiM92iE,THE KING MOTOR,Iztapalapa,
review,05_06_2026.docx,2026-06-05,Motos Gasper,5545283900,"VENADOS, 3, OLIVOS, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,0.714,mXbaoOiVtNYdvvpBcLvm,TALLER DE MOTOS GASPER,Tláhuac,
auto,05_06_2026.docx,2026-06-05,taller mecanico bullbiker,5569694050,"LA TURBA, 39, DEL MAR, Tláhuac, CIUDAD DE MÉXICO",telefono,1,C43UBVJ932Qlkf4adlVQ,TALLER MECANICO BULLBIKERS,Tláhuac,
auto,05_06_2026.docx,2026-06-05,taller de motos los cuatro hermanos,5565943770,"ANGELICA PAULET EMILIANO ZAPATA, 43, LA NOPALERA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,urFLefYKx6gcArSclPid,MOTO SERVICIO CUATRO HERMANOS,Tláhuac,
auto,05_06_2026.docx,2026-06-05,taller de motos,5521047099,"EL TROVADOR CARDON, 15, AGRICOLA METROPOLITA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,1mXbo3lD09wIV6dMggIx,TALLER DE REPARACION DE MOTOCICLETAS SIN NOMBRE,Tláhuac,
no_match,05_06_2026.docx,2026-06-05,Armando motos,5546631138,"MUZIO CLEMENTI, 102, MIGUEL HIDALGO, Tláhuac, CIUDAD DE MÉXICO",needs_review,0.387,,,,TALLER MECANICO DE MOTOS (lweTsnC2W2kJhZ9JGren)
auto,05_06_2026.docx,2026-06-05,Mecánico Vera,5636338446,"SANTA CRUZ HERNANI, 4, AGRICOLA METROPOLITANA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,Av38MPDuBSPcRs2464g9,SERVICIO MECANICO VERA,Tláhuac,
auto,05_06_2026.docx,2026-06-05,taller de motos locos,5617125209,"PEDRO LOCATEL, 0, MIGUEL HIDALGO, Tláhuac, CIUDAD DE MÉXICO",telefono,1,sIFXkhGaAFdADVmqBTNe,TALLER DE MOTOS MOTOLOCOS,Tláhuac,
auto,06_07_2026.docx,2026-07-06,Taller de motos,5618073386,"MAR DE LAS LLUVIAS, 5, SELENE, Tláhuac, CIUDAD DE MÉXICO",telefono,1,wcZO44iELpkWloArK7j3,Taller de motos Selene 1,Tláhuac,
auto,06_07_2026.docx,2026-07-06,Taller de motos nyto,5532593386,"TLAHUAC, 5548, EL TRIANGULO, Tláhuac, CIUDAD DE MÉXICO",telefono,1,WYDyBauNGToGztvvYUp8,CASA BIKER,Tláhuac,
auto,06_07_2026.docx,2026-07-06,TALLER DE MOTOS,5638839779,"JUAN MATIAS, 0, SANTA CECILIA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,dudijTuGifEu10AJ2lai,Taller de motos Santa Cecilia 1,Tláhuac,
review,06_07_2026.docx,2026-07-06,Taller de motos yovas,,"AGUSTIN LARA, 988, SAN JOSÉ, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,0.828,m4GFWl7n2Soi9Bg0irOu,TALLER DE MOTOS,Tláhuac,
auto,06_07_2026.docx,2026-07-06,Taller de motos Pavel,5534740102,"AGUSTIN LARA, 0, SAN JOSE, Tláhuac, CIUDAD DE MÉXICO",telefono,1,jxOiuWb1bzY2NOZmPjRk,TALLER DE MOTOS PAVEL,Tláhuac,
auto,06_07_2026.docx,2026-07-06,Taller de motos servicios Palacio,,"PROLONGACION AVENIDA HIDALGO, 0, LA HABANA, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,0.964,wZo85T1O6FxhNS2tWdUT,TALLER DE MOTOS SERVICIO PALACIOS,Tláhuac,
auto,06_07_2026.docx,2026-07-06,Reparación de motos y burros,5585107608,"SEVERIANO CENICEROS, 133, SAN MIGUEL, Tláhuac, CIUDAD DE MÉXICO",telefono,1,iSVASBMjRTOZdVyRJjzc,REPARACION DE MOTOCICLETAS MOTOS Y BURROS,Tláhuac,
auto,06_07_2026.docx,2026-07-06,Taller de motos,5587671885,"CALZADA TLAHUAC CHALCO, 0, LA MAGDALENA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,sGgq8THbK5JZrRPKPdWH,Taller de motos La Magdalena 1,Tláhuac,
auto,07_07_2026.docx,2026-07-07,Taller de motos Charly,5569363383,"CONSTITUCIONALISTA, 10, LOS CERRILLOS III, Xochimilco, CIUDAD DE MÉXICO",telefono,1,YYJscnGc8fskvQHFOhkp,TALLER DE MOTOS CHARLY,Xochimilco,
auto,07_07_2026.docx,2026-07-07,MG motos,5545516210 5548656909,"AQUILES SERDAN, 135, LAS ANIMAS, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,1,8g0vAaI4raQSvDdmo5qL,MG MOTOS,Xochimilco,
auto,07_07_2026.docx,2026-07-07,Mecanico de motocicletas Lex Biker,5572222404,"AQUILES SERDAN, 35, GUADALUPITA, Xochimilco, CIUDAD DE MÉXICO",telefono,1,GCBEuZBDT85LHqe8Fw51,MECANICO DE MOTOCICLETAS LEX BIKER,Xochimilco,
auto,07_07_2026.docx,2026-07-07,Taller de motos Montiel,5584473994,"CANAL NACIONAL CHALCO AMECAMECA, 0, SAN ISIDRO, Tláhuac, CIUDAD DE MÉXICO",telefono,1,zKyj7D7QTXQ3929Phn3H,REFACCONARIA Y TALLER DE MOTOS MONTIEL,Tláhuac,
review,07_07_2026.docx,2026-07-07,Moto servicio el Danny,Persona entrevistada: Danny,"FRANCISCO PRESA, 44, SAN SEBASTIÁN, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,0.686,CwB57tNhMXEbyjpwqx4m,MOTO SERVICIO PIRAÑA,Tláhuac,
auto,07_07_2026.docx,2026-07-07,Escuela de mecánica de motocicletas atm racing,ATMRACING@HOTMAIL.COM,"ASCENCIO GALICIA, 7, SAN SEBASTIÁN, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,1,vqQAQmb4EdeUI3hPcsOb,ESCUELA DE MECANICA DE MOTOCICLETAS ATM RACING,Tláhuac,
auto,07_07_2026.docx,2026-07-07,Servicio tecnico para motos owls,5552325776,"ESCUDO NACIONAL, 0, OLIVAR SANTA MARIA, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,1,gdoOzpXyq42ubsB50Xxv,SERVICIO TECNICO PARA MOTOS OWLS,Tláhuac,
auto,07_07_2026.docx,2026-07-07,Moto asistencia,5538935818,"MONTE CIPRESES, 0, OLIVAR SANTA MARIA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,nQ8VwKomyIbF15QW3Wea,MOTO ASISTENCIA,Tláhuac,
auto,07_07_2026.docx,2026-07-07,Moto servicio,5617961111,"LA BARRANCA, 10, SAN AGUSTÍN, Tláhuac, CIUDAD DE MÉXICO",telefono,1,EhbpuRGVaUF05yZEM4DI,MOTO SERVICIO SIN NOMBRE,Tláhuac,
auto,07_07_2026.docx,2026-07-07,Moto servicio Dominic,sin numero,"CAMINO REAL, 23, SAN JUAN IXTAYOPAN, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,0.857,GJ2adO9Kd6R4cfsOYJq9,MOTO SERVICIO DOMINIC MOTORS,Tláhuac,
auto,08_06_2026.docx,2026-06-08,SERVICIO DE MOTOS MOTO BIKE,5514858713,"LAS BODAS DE FIGARO, 29, MIGUEL HIDALGO, Tláhuac, CIUDAD DE MÉXICO",telefono,1,Xs7BYAkwcyUI8X55tZOh,SERVICIO DE MOTOS MOTO BIKE,Tláhuac,
auto,08_06_2026.docx,2026-06-08,Taller de motocicletas clon motors,5540032947,"TLAHUAC, 5910, SANTIAGO ZAPOTITLAN, Tláhuac, CIUDAD DE MÉXICO",telefono,1,q9beboqDPmcbGxJAyyrS,TALLER DE MOTOCICLETAS CLON MOTORS,Tláhuac,
auto,08_06_2026.docx,2026-06-08,TALLER DE MOTOCICLETAS MOTO SERVICIO,5539084026,"CALZADA GUILLERMO PRIETO, 3, MIGUEL HIDALGO, Tláhuac, CIUDAD DE MÉXICO",telefono,1,iL4oA8FpwppEQsq7s2og,TALLER DE MOTOCICLETAS MOTO SERVICIO,Tláhuac,
review,08_06_2026.docx,2026-06-08,motos los betos taller,,"TEOFILO NORE, 0, LA CONCHITA, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,0.739,sGMDmBdcPMXsZFgh1o4S,TALLER MECANICODE MOTOS LOS BETOS,Tláhuac,
auto,08_06_2026.docx,2026-06-08,Taller de motos Vargas,5588167139,"ANTONIO SIERRA, 273, LA CONCHITA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,XrtPh2xKBqmraKkKTsAr,TALLER DE MOTOS VARGAS,Tláhuac,
auto,08_06_2026.docx,2026-06-08,taller de motos,5573728869,"FRANCISCO JIMÉNEZ, 664, LA CONCHA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,tE5XdCFz0FuL4xrOkId0,Taller de motos La Concha 1,Tláhuac,
auto,08_06_2026.docx,2026-06-08,Taller de motos garcia,56 1664 0332,"Ramon Rodriguez 206, Conchita B, Tláhuac, 13360 Ciudad de México, CDMX, México",telefono,1,g1qwPzRrROXm1Yl2iB8d,Taller de motos Garcia's,,
auto,08_06_2026.docx,2026-06-08,Taller de motos varela,5525672280,"PRIMER CALLEJON INDEPENDENCIA, 8, SANTIAGO ZAPOTITLAN, Tláhuac, CIUDAD DE MÉXICO",telefono,1,t8XQZUnAL7SG1bi0I3FT,TALLER DE MOTOS VARELA,Tláhuac,
